,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
654,male,group B,bachelor's degree,free/reduced,1,56,59,59
655,male,group C,some college,standard,1,62,70,65
656,male,group C,associate's degree,free/reduced,0,72,67,57
657,male,group B,some college,free/reduced,1,73,65,65
658,male,group D,high school,free/reduced,0,63,64,59
659,female,group C,associate's degree,standard,1,83,98,100
660,female,group B,high school,free/reduced,0,43,67,61
661,female,group A,some high school,standard,0,60,69,68
662,female,group E,bachelor's degree,standard,1,85,86,88
663,female,group E,bachelor's degree,standard,0,76,94,90
664,male,group B,high school,standard,0,75,77,72
665,male,group E,high school,free/reduced,0,84,83,77
666,female,group D,high school,free/reduced,0,51,61,59
667,female,group D,high school,standard,0,76,84,81
668,female,group D,some college,standard,0,62,73,77
669,female,group D,some college,standard,0,71,77,75
670,male,group C,some high school,free/reduced,1,57,67,57
671,male,group D,some high school,standard,0,64,57,54
672,female,group B,some high school,standard,0,84,85,84
673,female,group E,some high school,standard,0,50,54,50
674,female,group E,high school,free/reduced,0,48,45,46
675,female,group A,some college,standard,0,69,68,74
676,female,group B,associate's degree,standard,1,62,69,64
677,female,group B,associate's degree,free/reduced,1,78,90,93
678,female,group B,some college,free/reduced,0,68,79,77
679,male,group D,high school,standard,0,87,94,88
680,female,group E,bachelor's degree,standard,0,63,67,60
681,female,group A,some high school,standard,0,54,57,59
682,female,group D,some college,standard,0,58,68,71
683,male,group A,some college,standard,1,75,81,73
684,female,group A,high school,free/reduced,0,23,33,30
685,female,group C,some college,standard,0,69,82,78
686,male,group D,some college,standard,1,100,89,92
687,male,group D,some college,free/reduced,0,42,33,33
688,female,group A,associate's degree,standard,0,69,74,76
689,male,group E,some high school,standard,1,78,78,76
690,female,group B,some college,standard,0,55,56,53
691,female,group D,master's degree,standard,1,58,70,82
692,female,group D,some college,standard,0,62,68,68
693,female,group E,high school,standard,0,75,78,77
694,female,group E,associate's degree,standard,0,86,84,84
695,female,group C,associate's degree,standard,1,73,85,90
696,male,group D,some high school,standard,0,87,74,72
697,female,group E,associate's degree,free/reduced,1,63,71,74
698,male,group D,master's degree,free/reduced,0,77,75,73
699,female,group C,associate's degree,free/reduced,0,79,83,78
700,female,group E,bachelor's degree,standard,1,100,100,100
701,female,group C,high school,standard,0,83,87,86
702,female,group E,some high school,standard,0,69,81,79
703,male,group C,some high school,free/reduced,1,64,71,70
704,female,group C,associate's degree,free/reduced,1,54,77,79
705,female,group D,some high school,standard,1,56,78,83
706,male,group C,some college,standard,0,68,56,49
707,female,group A,bachelor's degree,free/reduced,1,34,58,60
708,female,group E,some college,standard,0,45,42,45
709,male,group C,bachelor's degree,standard,0,99,96,85
710,female,group C,some college,free/reduced,1,53,80,78
711,female,group C,some high school,standard,0,37,45,42
712,male,group E,high school,standard,1,82,73,72
713,female,group C,bachelor's degree,standard,0,58,64,61
714,female,group C,some college,free/reduced,0,65,79,73
715,female,group D,some college,free/reduced,0,81,88,86
716,female,group D,bachelor's degree,standard,0,50,64,70
717,male,group D,associate's degree,standard,0,62,60,57
718,male,group D,associate's degree,free/reduced,0,26,23,25
719,male,group D,associate's degree,free/reduced,0,80,69,70
720,female,group E,bachelor's degree,standard,0,95,100,98
721,female,group C,associate's degree,standard,0,51,56,57
722,male,group E,some college,standard,0,85,71,65
723,male,group C,high school,standard,0,59,49,46
724,female,group A,bachelor's degree,standard,0,74,85,85
725,male,group B,some college,standard,0,63,58,53
726,female,group D,some high school,standard,1,96,100,100
727,male,group C,some college,standard,0,51,44,46
728,female,group E,bachelor's degree,free/reduced,1,72,82,87
729,female,group B,some high school,standard,0,51,66,64
730,female,group B,associate's degree,free/reduced,0,61,64,67
731,male,group D,some high school,standard,1,75,63,66
732,female,group E,bachelor's degree,standard,0,62,69,64
733,female,group D,some high school,standard,0,50,62,61
734,female,group D,master's degree,free/reduced,0,67,74,77
735,male,group B,some college,standard,0,62,65,60
736,male,group D,associate's degree,standard,0,78,72,77
737,female,group D,high school,free/reduced,1,34,39,46
738,female,group D,master's degree,free/reduced,1,49,67,74
739,female,group C,some college,standard,0,53,68,63
740,female,group A,some college,standard,0,70,71,68
741,male,group D,master's degree,standard,0,62,61,59
742,female,group B,some high school,standard,1,74,83,79
743,female,group D,master's degree,free/reduced,0,68,68,80
744,female,group B,bachelor's degree,free/reduced,1,62,71,73
745,male,group E,master's degree,free/reduced,0,90,89,89
746,male,group E,some high school,free/reduced,0,74,69,61
747,male,group E,some high school,standard,0,67,61,57
748,female,group D,some college,standard,1,74,84,90
749,male,group B,high school,free/reduced,0,61,59,57
750,female,group C,some college,standard,1,80,87,95
751,female,group D,master's degree,standard,0,91,100,100
752,male,group C,some college,standard,0,68,65,68
753,male,group C,master's degree,standard,0,98,80,82
754,female,group B,some high school,free/reduced,0,46,55,45
755,male,group C,associate's degree,standard,0,83,79,72
756,male,group D,associate's degree,standard,0,53,55,50
757,male,group E,some college,free/reduced,1,89,89,88
758,male,group E,bachelor's degree,standard,1,81,79,77
759,female,group C,associate's degree,standard,0,89,98,88
760,male,group D,associate's degree,standard,1,87,84,90
761,male,group A,some college,standard,1,90,87,87
762,male,group C,associate's degree,standard,0,87,81,78
763,male,group D,some college,free/reduced,1,68,64,68
764,female,group D,master's degree,standard,1,90,100,100
765,male,group C,high school,standard,0,85,84,77
766,male,group C,some college,standard,1,68,68,61
767,female,group A,associate's degree,standard,0,54,51,52
768,male,group A,bachelor's degree,standard,0,60,60,54
769,male,group C,some high school,free/reduced,0,68,57,51
770,male,group B,some high school,standard,0,52,42,37
771,male,group E,some college,standard,1,85,82,82
772,female,group A,some college,standard,1,58,75,75
773,male,group D,some high school,standard,1,69,49,52
774,female,group C,bachelor's degree,free/reduced,0,70,66,75
775,female,group C,some high school,standard,1,65,74,76
776,male,group A,some college,free/reduced,1,68,64,65
777,male,group B,high school,standard,0,52,46,43
778,female,group A,some high school,standard,0,71,82,81
779,female,group E,high school,free/reduced,1,69,79,79
780,female,group C,high school,standard,0,36,49,49
781,female,group E,some college,free/reduced,0,70,87,81
782,male,group B,associate's degree,free/reduced,1,78,89,84
783,male,group C,some college,standard,0,59,59,61
784,female,group C,high school,free/reduced,1,50,67,65
785,female,group D,some high school,free/reduced,0,55,62,56
786,female,group C,associate's degree,free/reduced,1,80,93,96
787,female,group C,master's degree,free/reduced,1,66,86,88
788,male,group C,high school,standard,0,79,68,62
789,female,group D,some college,standard,0,59,77,76
790,female,group D,bachelor's degree,free/reduced,0,58,67,70
791,male,group D,some high school,standard,1,63,64,62
792,female,group A,some high school,standard,1,83,91,92
793,male,group D,some college,standard,0,80,75,76
794,male,group E,associate's degree,standard,1,69,61,55
795,female,group E,associate's degree,free/reduced,0,82,97,92
796,male,group C,associate's degree,standard,0,56,53,50
797,male,group D,master's degree,standard,1,95,93,92
798,male,group C,some high school,free/reduced,0,49,44,39
799,female,group C,associate's degree,free/reduced,0,46,62,51
800,male,group B,associate's degree,standard,0,78,72,70
801,male,group A,high school,standard,0,61,63,55
802,male,group C,some college,standard,1,78,76,72
803,female,group B,associate's degree,standard,0,69,71,70
804,male,group D,some high school,standard,0,70,73,62
805,male,group D,bachelor's degree,standard,1,99,96,96
806,male,group C,master's degree,standard,0,79,76,76
807,male,group B,some college,standard,0,75,71,66
808,female,group D,high school,free/reduced,1,79,82,85
809,female,group C,some college,free/reduced,1,52,57,61
810,male,group C,master's degree,standard,0,65,65,60
811,male,group E,associate's degree,free/reduced,1,82,88,90
812,male,group D,some high school,standard,0,64,58,54
813,female,group E,master's degree,standard,0,93,93,90
814,male,group E,high school,standard,1,72,70,68
815,male,group D,some high school,standard,0,74,73,71
816,male,group E,some high school,standard,0,83,78,75
817,male,group D,associate's degree,standard,0,61,55,57
818,male,group C,some high school,standard,1,79,70,73
819,female,group C,associate's degree,standard,0,73,77,77
820,female,group C,bachelor's degree,standard,0,75,76,75
821,female,group B,associate's degree,free/reduced,0,46,63,55
822,male,group D,bachelor's degree,standard,0,76,62,59
823,female,group E,master's degree,free/reduced,1,68,78,79
824,male,group E,some high school,standard,0,68,68,61
825,female,group C,high school,free/reduced,0,43,59,56
826,male,group D,high school,free/reduced,1,53,49,48
827,female,group C,some college,standard,1,89,85,90
828,female,group C,some college,standard,1,70,84,82
829,male,group C,associate's degree,free/reduced,0,56,55,49
830,female,group C,some college,standard,0,85,86,87
831,female,group B,master's degree,free/reduced,1,44,59,62
832,female,group B,bachelor's degree,standard,1,87,93,99
833,female,group C,associate's degree,standard,1,75,84,90
834,male,group B,some high school,free/reduced,0,50,51,49
835,male,group D,some high school,standard,0,80,79,82
836,male,group E,some high school,free/reduced,0,61,69,66
837,male,group C,high school,standard,0,74,64,63
838,female,group C,some high school,free/reduced,0,41,59,55
839,male,group C,master's degree,free/reduced,0,74,70,64
840,male,group E,some college,standard,0,72,64,58
841,male,group C,some high school,free/reduced,0,59,55,53
842,male,group B,some high school,standard,0,61,62,54
843,male,group E,high school,free/reduced,1,85,77,70
844,female,group D,some high school,free/reduced,0,32,43,45
845,male,group C,associate's degree,standard,1,65,64,64
846,female,group D,some college,free/reduced,0,53,63,62
847,male,group C,high school,free/reduced,0,68,59,57
848,female,group A,associate's degree,standard,0,75,93,88
849,male,group C,associate's degree,standard,1,67,59,60
850,male,group D,high school,free/reduced,0,57,56,51
851,female,group B,some college,standard,0,62,68,72
852,male,group C,some college,standard,0,70,64,63
853,female,group E,master's degree,free/reduced,0,73,82,83
854,female,group C,some high school,standard,1,77,94,88
855,female,group C,some high school,standard,1,88,100,96
856,male,group C,master's degree,standard,1,86,94,88
857,male,group D,high school,standard,0,76,69,61
858,female,group C,associate's degree,standard,0,50,51,56
859,female,group D,high school,free/reduced,0,32,41,33
860,male,group D,some high school,free/reduced,1,71,70,66
861,male,group D,master's degree,standard,0,84,77,81
862,female,group D,bachelor's degree,standard,0,36,43,48
863,male,group E,associate's degree,free/reduced,1,72,75,68
864,male,group D,associate's degree,free/reduced,0,48,48,46
865,male,group E,some college,standard,1,100,98,100
866,female,group C,high school,standard,0,67,76,76
867,male,group E,bachelor's degree,standard,0,80,76,71
868,male,group C,master's degree,standard,1,81,63,70
869,female,group D,associate's degree,free/reduced,1,52,64,71
870,male,group E,some college,free/reduced,1,72,66,64
871,female,group E,some college,standard,0,54,63,52
872,female,group B,associate's degree,standard,0,67,76,76
873,male,group D,some high school,free/reduced,0,43,36,29
874,male,group E,master's degree,free/reduced,1,100,89,98
875,male,group B,high school,free/reduced,0,66,59,59
876,male,group D,some college,standard,0,52,51,52
877,male,group B,some high school,free/reduced,0,49,47,41
878,male,group C,master's degree,free/reduced,0,53,49,51
879,female,group D,some college,free/reduced,0,74,87,84
